id;colour wine;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1362;white;5,8;0,3;0,12;1,6;0,036;57;163;0,99239;NA;0,59;10.5;6
1363;white;7;NA;0,29;4,9;0,036;41;150;0,99168;3,38;0,43;12.2;6,875
1364;white;6,2;0,235;0,34;1,9;0,036;4;117;0,99032;3,4;0,44;12.2;5
1365;NA;5,1;0,305;0,13;1,75;0,036;17;73;0,99;3,4;0,51;123.333.333.333.333;5
1366;white;7,4;0,18;0,42;2,1;0,036;33;187;0,9938;3,4;0,41;10.6;7
1367;white;5,3;0,2;0,31;3,6;0,036;22;91;0,99278;3,41;0,5;9.8;6
1368;white;6,5;0,13;0,37;1;0,036;48;114;0,9911;3,41;0,51;11.5;8
1369;white;7,2;0,26;0,26;12,7;0,036;49;214;0,9986;3,41;0,5;10;6,324
1370;white;6,9;0,28;0,27;2,1;0,036;42;121;0,9926;3,42;0,49;10.8;7,356
1371;white;5,8;0,17;0,36;1,3;0,036;11;NA;0,99202;3,43;0,68;10.4;7,456
1372;white;6;0,24;0,34;1;0,036;NA;184;0,99097;3,44;0,44;11.45;6
1373;white;7,2;0,14;0,35;1,2;0,036;15;73;0,9938;NA;0,39;9.9;5,786
1374;white;4,9;0,335;0,14;1,3;0,036;69;168;0,99212;3,47;0,46;104.666.666.666.667;5
1375;white;4,9;0,335;0,14;1,3;0,036;69;168;0,99212;3,47;0,46;104.666.666.666.667;5
1376;white;4,7;0,335;0,14;1,3;0,036;69;168;0,99212;3,47;0,46;10.5;5
1377;white;6,5;0,35;0,38;7,4;0,036;20;196;0,99712;3,47;0,48;9.1;6
1378;white;5,3;0,47;0,1;1,3;0,036;11;74;0,99082;3,48;0,54;11.2;4
1379;white;4,7;0,785;0;3,4;0,036;23;134;0,98981;3,53;0,92;13.8;6
1380;white;3,8;0,31;0,02;11,1;0,036;20;114;0,99248;3,75;0,44;12.4;6
1381;white;8,4;0,27;0,3;2,2;0,037;36;129;0,99085;2,89;0,3;114.666.666.666.667;6
1382;white;10,3;0,17;0,47;1,4;0,037;5;33;0,9939;2,89;0,28;9.6;3,58
1383;white;9,4;0,24;0,29;8,5;0,037;124;208;0,99395;2,9;0,38;11;3
1384;white;7,5;0,29;0,67;8,1;0,037;53;166;0,9966;2,9;0,41;NA;6,567
1385;white;7,5;0,29;0,67;8,1;0,037;53;166;0,9966;2,9;0,41;8.9;NA
1386;white;7,5;0,29;0,67;8,1;0,037;53;166;0,9966;2,9;0,41;8.9;6,567
1387;white;6,4;0,29;NA;3,2;0,037;31;95;0,98942;2,9;0,66;12.6;7,456
1388;white;6,9;0,19;0,6;4;0,037;6;122;0,99255;2,92;0,59;10.4;4
1389;white;7;0,26;0,46;15,55;0,037;61;171;0,9986;2,94;0,35;8.8;6,324
1390;white;6,6;0,41;0,16;1,4;0,037;28;160;NA;2,95;NA;10.6;6
1391;white;7,2;0,24;0,3;1,2;0,037;11;95;0,98914;NA;0,36;12.5;6
1392;white;7,2;NA;0,3;1,2;0,037;11;95;0,98914;2,96;0,36;12.5;6
1393;white;6,6;0,15;0,34;1;0,037;45;79;0,98949;2,96;0,5;11.7;6
1394;white;7,9;0,16;0,74;17,85;0,037;52;187;0,9998;2,99;0,41;9.3;5,786
1395;white;6,6;0,16;NA;1,1;0,037;41;115;0,9899;3,01;0,68;12;6
1396;white;7,4;0,29;0,48;12,8;0,037;61.5;182;0,99808;3,02;0,34;8.8;5
1397;white;8,2;0,22;0,49;9,6;0,037;53;154;0,9951;3,02;0,33;10.6;6,567
1398;white;6,8;0,22;0,31;6,9;0,037;33;121;0,99176;3,02;0,39;11.9;8,34
1399;white;6,6;0,28;0,34;0,8;0,037;42;119;0,9888;3,03;0,37;12.5;6
1400;white;7,6;NA;0,37;0,8;0,037;433.241.526.067.792;172.843.983.648.131;0,9902;3,03;0,39;11.6;6,134
1401;white;7,6;0,48;0,37;0,8;0,037;4;100;0,9902;3,03;0,39;11.4;4,65
1402;white;7,6;0,35;0,47;NA;0,037;42;116;NA;3,04;0,5;9.2;5
1403;white;NA;0,27;0,49;3,8;0,037;46;NA;0,99116;3,04;0,38;11.6;6
1404;white;5,4;0,15;0,32;2,5;0,037;10;51;0,98878;3,04;0,58;12.6;6
1405;white;6,8;0,3;0,26;20,3;0,037;45;150;0,99727;3,04;0,38;12.3;6
1406;white;7,2;0,27;0,74;12,5;0,037;47;156;0,9981;3,04;0,44;8.7;5,786
1407;white;7,2;0,27;0,74;12,5;0,037;47;156;0,9981;3,04;NA;NA;5,786
1408;white;7,1;0,2;0,27;9,6;0,037;19;105;0,99444;3,04;0,37;10.5;7,456
1409;white;7,1;0,2;0,27;9,6;0,037;19;105;0,99444;3,04;0,37;10.5;7,456
1410;white;6,9;0,28;0,37;9,1;0,037;16;76;0,9948;3,05;0,54;11.1;5
1411;white;6,9;0,28;0,37;9,1;0,037;16;76;0,9948;3,05;0,54;11.1;5
1412;white;6,9;0,28;0,37;9,1;0,037;16;76;0,9948;3,05;0,54;11.1;5
1413;white;6,2;0,255;0,27;1,3;0,037;30;86;0,98834;3,05;0,59;12.9;7,456
1414;white;7,6;0,31;0,24;1,8;0,037;39;150;0,9913;3,05;NA;11.8;7,456
1415;white;7,6;0,31;0,24;1,8;0,037;39;150;0,9913;3,05;0,44;11.8;7,456
1416;white;7,4;0,17;0,4;5,5;0,037;34;161;0,9935;3,05;0,62;11.5;4,65
1417;white;7,6;0,24;0,44;3,8;0,037;49;146;0,9911;3,06;0,37;11.6;6
1418;NA;6,4;0,32;0,31;1,9;0,037;34;126;0,99;3,06;0,45;11.8;6
1419;white;6,4;0,23;0,3;7,1;0,037;63;236;0,9952;3,06;0,34;9.2;6,324
1420;white;8,1;0,19;0,4;0,9;0,037;73;180;0,9926;3,06;0,34;10;6,324
1421;white;6,9;0,3;0,3;10,55;0,037;4;28;0,99184;3,07;0,32;12.7;6
1422;white;7,1;0,39;0,3;9,9;0,037;29;124;0,99414;3,07;0,42;10.9;6
1423;white;6,9;0,3;0,36;0,9;0,037;40;156;0,98968;3,08;0,36;12.1;6
1424;white;6,3;0,29;0,23;14,2;0,037;24;99;0,99528;3,08;0,38;10.6;6
1425;white;9,2;0,23;0,35;10,7;0,037;34;145;0,9981;3,09;0,32;9.7;5
1426;white;6,7;0,15;0,38;1,7;0,037;20;84;0,99046;3,09;0,53;11.4;6
1427;white;6,7;0,15;0,38;1,7;0,037;20;84;0,99046;3,09;0,53;11.4;6
1428;white;6;0,59;0;0,8;0,037;30;95;0,99032;3,1;0,4;10.9;4
1429;NA;8,9;0,21;0,34;7,1;0,037;33;150;0,9962;3,1;0,45;9.7;6,875
1430;white;7;0,22;0,26;1,1;0,037;20;71;0,9902;3,1;0,38;11.7;6,875
1431;white;8;0,2;0,3;8,1;0,037;42;130;0,99379;3,1;0,67;11.8;6,875
1432;white;8,1;0,3;0,49;8,1;NA;26;174;0,9943;3,1;0,3;11.2;7,123
1433;white;7,3;0,21;0,33;1;0,037;66;144;0,9923;3,11;0,52;10.2;6
1434;white;6,8;0,38;0,29;9,9;0,037;40;146;0,99326;3,11;0,37;11.5;6
1435;white;7;0,22;0,28;1,5;0,037;NA;115;0,9927;3,11;0,55;10.5;6,324
1436;white;8,7;0,2;0,4;NA;0,037;NA;169.670.085.839.313;0,9921;3,12;0,54;11.3;6,134
1437;white;8,1;0,2;0,4;2;0,037;19;87;0,9921;3,12;0,54;11.2;6,324
1438;white;6,4;0,35;0,28;1,6;NA;31;113;0,98779;3,12;0,4;14.2;7,456
1439;white;7;0,2;0,35;8,8;0,037;31;103;0,99388;3,13;0,49;11;6
1440;white;7,1;0,21;0,3;1,4;0,037;45;143;0,9932;3,13;0,33;9.9;6,324
1441;white;5,9;0,22;0,29;4,2;0,037;69;144;0,99214;3,13;0,74;10.8;7,456
1442;white;7;0,21;0,42;5,3;0,037;36;123;0,99321;3,14;0,52;10.9;6
1443;white;7,1;NA;0,31;1,6;0,037;15;103;0,991;3,14;0,5;12;6
1444;white;5,5;0,62;0,33;1,7;0,037;24;118;0,98758;3,15;0,39;13.55;6
1445;white;14,2;0,27;0,49;1,1;0,037;33;156;0,992;3,15;0,54;11.1;6,567
1446;white;7,4;0,27;0,49;1,1;0,037;33;156;0,992;3,15;0,54;11.1;6,567
1447;white;6;0,28;0,35;1,9;0,037;16;120;0,9933;NA;0,69;10.6;5,786
1448;white;7,3;0,4;0,28;6,5;NA;26;97;0,99148;3,16;0,58;12.6;7,456
1449;white;7,3;0,4;0,28;6,5;0,037;26;97;0,99148;3,16;0,58;12.6;7,456
1450;white;6,8;0,26;0,46;8,3;0,037;49;173;0,99601;3,17;0,47;9.3;5
1451;white;6,1;0,36;0,16;NA;NA;36;198;NA;3,17;0,62;9.9;6,324
1452;white;6,5;0,19;0,27;4,9;0,037;13;101;0,9916;3,17;0,41;11.8;6,875
1453;white;6,3;0,29;0,29;3,3;0,037;32;140;0,9895;3,17;0,36;12.8;7,456
1454;white;6,3;0,29;0,29;3,3;0,037;32;140;0,9895;3,17;0,36;12.8;7,456
1455;white;6,7;NA;0,36;8,6;0,037;63;206;0,99553;3,18;0,5;9.6;5
1456;white;6,2;0,3;0,33;NA;0,037;37;155;0,98987;3,18;0,37;12.4;6
1457;white;6,6;0,19;0,35;1,5;0,037;37;107;0,99006;3,18;0,68;12;7,456
1458;white;7,9;0,37;0,31;2,85;0,037;5;24;0,9911;3,19;0,36;NA;6
1459;white;5,8;0,15;0,32;1,2;0,037;14;119;0,99137;3,19;0,5;10.2;6
1460;white;5,9;0,24;0,34;2;0,037;40;108;0,98948;3,19;0,5;12.3;6
1461;white;7,1;0,37;0,32;1,4;0,037;27;126;0,9918;3,19;0,62;12;5,786
1462;white;7,3;0,24;0,29;1,2;0,037;37;97;0,9926;NA;0,7;10.1;6,324
1463;white;8,1;0,33;0,36;7,4;0,037;36;156;0,99592;3,19;0,54;10.6;6,875
1464;white;8,1;0,33;0,36;7,4;0,037;36;156;0,99592;3,19;0,54;10.6;6,875
1465;white;6,5;0,3;NA;2,25;0,037;8;210;0,9937;NA;0,62;9.9;5,67
1466;white;7,1;0,21;0,32;2,2;0,037;28;141;0,993;3,2;0,57;10;7
1467;white;7,4;0,19;0,49;6,7;0,037;15;110;0,9938;3,2;0,38;11;7
1468;white;5,9;0,23;0,24;1,6;0,037;32;115;0,99076;3,21;0,51;11.4;6
1469;white;7,2;0,2;0,38;1;0,037;21;74;0,9918;3,21;0,37;11;5,786
1470;white;8,1;0,5;0,47;1,1;0,037;23;126;0,9938;3,21;0,42;10.9;5,786
1471;white;8,1;0,5;0,47;1,1;0,037;23;126;0,9938;3,21;NA;10.9;5,786
1472;white;6,2;0,31;0,26;4,8;0,037;36;148;0,9928;3,21;0,41;10.4;6,324
1473;white;7,8;0,32;0,33;2,4;0,037;18;101;0,9912;3,21;0,65;11.7;NA
1474;white;6,4;0,25;0,33;NA;0,037;35;113;0,99164;3,23;0,66;10.6;6
1475;white;NA;0,16;0,49;NA;0,037;27;104;0,9924;3,23;NA;10.6;6,567
1476;white;6,2;0,39;0,24;4,8;0,037;45;138;0,99174;3,23;0,43;11.2;7,456
1477;white;6,2;0,39;0,24;4,8;0,037;45;138;0,99174;3,23;0,43;11.2;7,456
1478;white;6,2;0,39;0,24;4,8;0,037;45;138;0,99174;3,23;0,43;11.2;7,456
1479;white;5,8;0,15;0,28;0,8;0,037;43;127;0,99198;3,24;0,51;9.3;5
1480;white;6,1;0,68;0,52;1,4;0,037;32;123;0,99022;3,24;0,45;12;6
1481;white;7;0,2;0,3;6,1;0,037;31;120;0,9939;3,24;0,51;10.8;5,786
1482;white;6,2;0,33;0,41;16,8;0,037;58;NA;0,99882;3,25;0,57;NA;6
1483;white;5,6;0,32;0,33;7,4;0,037;NA;95;0,99268;3,25;0,49;11.1;6
1484;white;5,6;0,32;0,33;7,4;0,037;25;95;0,99268;3,25;0,49;11.1;6
1485;white;7;0,14;0,41;0,9;0,037;22;95;0,9914;3,25;0,43;10.9;6,324
1486;white;7,4;0,34;0,3;14,9;0,037;70;169;0,99698;3,25;0,37;10.4;6,875
1487;white;6,5;0,36;0,28;3,2;0,037;29;119;0,9908;3,25;0,65;12.4;8,345
1488;white;5,5;0,32;0,13;1,3;0,037;45;156;0,99184;3,26;0,38;10.7;5
1489;white;6,3;0,33;0,42;17,2;0,037;57;170;0,99884;3,26;0,57;9.4;6
1490;white;6,3;0,33;0,42;17,2;0,037;57;170;0,99884;3,26;NA;9.4;6
1491;white;7,2;0,24;0,29;2,2;0,037;37;102;0,992;3,27;0,64;11;7,456
1492;white;7,2;0,24;0,29;2,2;0,037;37;102;0,992;3,27;0,64;11;7,456
1493;white;6,6;0,56;0,15;10;0,037;38;157;0,99642;3,28;0,52;9.4;5
1494;white;6,6;0,56;0,15;10;0,037;38;157;0,99642;3,28;0,52;9.4;5
1495;white;5,8;0,36;0,38;0,9;0,037;3;75;0,9904;3,28;0,34;11.4;4,65
1496;white;6,4;0,26;0,22;5,1;0,037;23;131;0,9944;3,29;0,32;10.1;5,786
1497;white;5,8;0,17;0,3;1,4;0,037;55;130;0,9909;3,29;0,38;11.3;6,567
1498;white;7,3;0,25;0,41;1,8;0,037;52;165;NA;3,29;0,39;12.2;7,123
1499;white;5,9;0,18;0,28;1;0,037;24;88;0,99094;3,29;0,55;NA;7,456
1500;white;6,3;0,32;0,32;1,5;0,037;12;76;0,98993;3,3;0,46;12.3;6
1501;white;7,1;0,26;0,32;5,9;0,037;39;97;0,9934;3,31;0,4;11.6;6,567
1502;white;7,3;0,2;0,37;1,2;0,037;48;119;0,992;3,32;0,49;10.9;6,324
1503;white;6,4;0,31;0,28;NA;0,037;12;119;0,9919;3,32;0,51;10.4;7,356
1504;white;6,4;0,31;0,28;1,5;0,037;12;119;0,9919;3,32;0,51;10.4;7,356
1505;white;5,9;0,12;0,28;1,4;0,037;36;83;0,99074;3,33;0,42;10.9;7,456
1506;white;7;0,26;0,59;1,4;0,037;40;120;NA;3,34;0,41;11.1;7
1507;white;8;0,26;0,59;1,5;NA;44.283.732.130.143;180.325.314.197.486;0,9918;3,34;0,41;11.2;6,134
1508;white;5,9;0,2;0,23;1,5;0,037;38;93;0,99021;3,36;NA;12;6
1509;white;5,9;0,2;0,23;1,5;0,037;38;93;0,99021;3,36;0,49;NA;6
1510;white;5,8;0,28;0,34;2,2;0,037;24;125;0,98986;3,36;0,33;NA;8
1511;white;6,4;0,16;0,37;1,5;0,037;27;109;0,99345;3,38;0,5;9.8;6
1512;white;7,7;0,39;0,3;5,2;0,037;29;131;0,9943;3,38;0,44;11;NA
1513;white;6,4;0,26;0,49;6,4;0,037;37;161;0,9954;3,38;0,53;9.7;6,567
1514;white;6,1;0,41;0,14;10,4;0,037;18;119;0,996;3,38;0,45;10;5,67
1515;white;7,3;0,21;0,3;10,9;0,037;18;112;0,997;3,4;0,5;9.6;NA
1516;white;6,5;0,14;0,32;2,7;0,037;18;89;0,9924;3,4;0,74;11.5;7,456
1517;white;6,9;0,12;0,36;2,2;0,037;18;111;0,9919;3,41;0,82;11.9;8
1518;white;6,2;NA;0,28;4,7;0,037;39;133;0,9931;3,41;0,46;10.8;NA
1519;white;6,1;0,105;NA;1,3;0,037;55;145;0,9912;NA;0,41;11.1;7,456
1520;white;5,6;0,25;0,26;3,6;0,037;18;115;0,9904;3,42;0,5;12.6;6,324
1521;white;NA;0,18;0,22;5,5;0,037;10;86;0,99156;3,46;0,44;12.2;5
1522;white;5,8;0,34;0,16;7;0,037;26;116;0,9949;3,46;0,45;10;7
1523;white;6,4;0,17;0,27;1,5;0,037;20;98;0,9916;3,46;0,42;11;7
1524;white;6,3;0,2;0,4;1,5;0,037;35;107;0,9917;3,46;0,5;11.4;6,324
1525;white;NA;0,2;0,4;1,5;0,037;35;107;0,9917;3,46;0,5;11.4;6,324
1526;white;5,9;0,48;0,3;1,5;0,037;19;78;0,99057;3,47;0,42;11.9;7,456
1527;white;7,9;0,16;0,3;4,8;0,037;37;171;0,9967;3,47;0,44;9;4,65
1528;white;6,8;0,16;0,4;2,3;0,037;18;102;0,9923;3,49;0,42;11.4;7,356
1529;white;6,2;0,17;0,3;1,1;0,037;14;79;0,993;3,5;0,54;10.3;6,324
1530;white;5,1;0,31;0,3;0,9;0,037;28;152;0,992;3,54;0,56;10.1;6,324
1531;white;4,8;NA;0,21;10,2;0,037;17;112;0,99324;3,66;0,48;12.2;7,456
1532;white;6,9;0,19;0,35;13,5;0,038;49;118;0,99546;3;0,63;10.7;6
1533;white;6,9;0,19;0,35;13,5;0,038;49;118;0,99546;3;0,63;10.7;6
1534;white;6,9;0,19;0,35;13,5;NA;49;118;0,99546;3;0,63;10.7;6
1535;white;6,7;0,34;0,26;1,9;NA;58;138;0,9893;3;0,47;12.2;7,456
1536;white;6,9;0,36;0,35;NA;0,038;37;125;0,9916;3;0,32;12.4;8,34
1537;white;9,9;0,36;0,46;10,6;0,038;422.482.604.139.167;164.455.825.153.399;0,9956;2,77;0,3;10.2;6,134
1538;white;9,6;0,21;0,28;1,2;0,038;12;53;0,9926;2,8;0,46;10.6;5,786
1539;white;9,8;0,36;0,46;10,5;0,038;4;83;0,9956;2,89;0,3;10.1;4,65
1540;white;8;0,37;0,31;4,7;0,038;3;127;0,99186;2,9;0,72;12.1;5
1541;white;7,2;0,36;0,36;5,7;0,038;26;98;0,9914;2,93;0,59;12.5;7,456
1542;white;7,2;0,36;0,36;5,7;0,038;26;98;0,9914;2,93;0,59;12.5;7,456
1543;white;7,4;0,21;0,8;12,3;0,038;77;NA;0,99778;2,95;0,48;9;5
1544;white;7,4;0,21;0,8;12,3;0,038;77;183;0,99778;2,95;0,48;9;5
1545;white;8;0,59;0,71;17,35;0,038;61;228;1;2,95;0,75;9.3;5,786
1546;white;6,1;0,28;0,23;4,2;0,038;13;95;0,98898;2,97;0,7;13.1;6
1547;white;7,2;0,25;0,39;18,95;0,038;42;155;0,9999;2,97;0,47;9;6,324
1548;white;7,2;0,25;0,39;18,95;0,038;42;155;0,9999;2,97;0,47;9;6,324
1549;white;6,8;0,21;0,37;7;0,038;27;107;0,99206;2,98;0,82;11.5;6
1550;white;6,9;0,25;0,29;2,4;0,038;28;76;0,99088;3,01;0,36;11.7;7
1551;white;NA;0,24;0,49;9,3;0,038;52;163;0,9952;3,02;0,33;10.6;6,567
1552;white;6,8;0,21;0,26;11,7;0,038;61;152;0,99523;3,02;0,56;10.5;7,456
1553;white;7,5;0,17;0,71;11,8;0,038;52;148;0,99801;3,03;0,46;8.9;5
1554;white;6,4;0,25;0,53;6,6;0,038;59;234;0,9955;3,03;0,42;8.8;5,786
1555;white;6,9;0,25;0,4;1,3;0,038;22;101;0,9901;3,03;0,39;11.4;6,324
1556;white;7,9;0,22;0,45;14,2;0,038;53;141;0,9992;3,03;0,46;9.2;6,324
1557;white;7,3;0,33;0,4;6,85;0,038;32;138;0,992;3,03;0,3;11.9;7,356
1558;white;7,3;0,33;0,4;6,85;0,038;32;138;0,992;3,03;NA;11.9;7,356
1559;white;7,6;0,36;0,48;13,5;0,038;44;116;0,9982;3,04;0,48;9.2;5
1560;white;6,7;0,17;0,42;10,4;0,038;85;182;0,99628;3,04;0,44;8.9;6
1561;white;6,9;0,31;0,33;12,7;0,038;33;116;0,9954;3,04;0,65;10.4;6
1562;white;7,5;0,23;0,32;9,2;0,038;54;191;0,9966;3,04;0,56;9.7;6,324
1563;white;7,5;0,23;0,32;9,2;0,038;54;191;0,9966;3,04;0,56;9.7;6,324
1564;white;7,9;0,28;0,32;3,6;0,038;9;76;0,992;3,05;0,31;11.7;4
1565;white;7,1;0,23;0,23;3,5;0,038;23;112;0,99157;3,05;0,37;113.666.666.666.667;6
1566;white;8,3;0,2;0,49;1,7;0,038;38;167;0,9939;3,05;0,37;10.1;6,567
1567;white;6,4;0,38;0,19;4,5;0,038;36;119;0,99151;3,07;0,42;11.2;6
1568;white;6,8;0,3;0,35;2,8;0,038;10;164;0,9912;3,09;0,53;12;6,567
1569;white;6,8;0,3;0,35;2,8;0,038;NA;164;0,9912;3,09;0,53;12;6,567
1570;white;6,7;0,31;0,3;2,4;0,038;30;83;0,98867;3,09;0,36;12.8;7,456
1571;white;6,7;0,31;0,3;2,4;0,038;30;83;0,98867;3,09;0,36;12.8;NA
1572;white;6,7;0,22;0,22;1,2;0,038;5;124;0,99098;3,1;0,37;11.2;4
1573;white;7,7;0,25;0,3;7,8;0,038;67;196;0,99555;3,1;0,5;10.1;5
1574;white;7,7;0,25;0,3;7,8;0,038;67;196;0,99555;3,1;0,5;10.1;5
1575;white;6,2;0,24;0,35;1,2;0,038;22;167;0,9912;3,1;0,48;10.6;6,324
1576;white;5,8;0,24;0,28;1,4;0,038;40;76;0,98711;3,1;0,29;13.9;7,456
1577;white;6,9;0,35;0,55;11,95;0,038;22;111;0,99687;3,11;0,29;9.7;5
1578;white;6,9;0,35;0,55;11,95;0,038;22;111;0,99687;3,11;0,29;9.7;5
1579;white;7;0,26;0,34;10,9;0,038;NA;84;0,99432;3,11;0,34;10.9;6
1580;white;5,8;0,29;0,38;10,7;0,038;49;136;0,99366;3,11;0,59;11.2;6
1581;white;6,6;0,2;0,27;10,9;0,038;NA;130;0,99496;3,11;0,44;10.5;7,456
1582;white;6,6;0,2;0,27;10,9;0,038;29;130;0,99496;3,11;0,44;10.5;7,456
1583;white;6,8;0,52;0,26;5,7;0,038;27;130;0,99;3,11;0,27;13;7,456
1584;white;6,5;0,28;0,34;9,9;0,038;30;133;0,9954;3,11;0,44;9.8;5,67
1585;white;6,8;0,19;NA;14,2;0,038;51;NA;0,9975;3,12;0,48;9.6;6,324
1586;white;6,4;NA;0,28;1,1;0,038;30;110;0,9917;3,12;0,42;10.5;6,324
1587;white;7,7;0,23;0,31;10,7;0,038;59;186;0,9969;3,12;0,55;9.5;6,875
1588;white;7,7;0,23;0,31;10,7;0,038;59;186;0,9969;3,12;0,55;9.5;6,875
1589;white;8;0,26;0,28;8,2;0,038;72;202;0,99566;3,12;0,56;10;6,875
1590;white;8,4;0,22;0,3;1,3;0,038;45;122;0,99178;3,13;0,54;10.8;7,456
1591;NA;6,7;0,31;0,32;14,5;0,038;6;79;0,99412;3,14;0,34;12.5;5
1592;white;6,4;0,25;0,32;11,3;0,038;69;192;0,99573;3,14;0,5;10.2;6
1593;white;6,7;0,25;0,23;7,2;0,038;61;220;0,9952;3,14;0,35;9.5;5,786
1594;white;6,4;0,25;0,3;5,5;0,038;15;129;0,9948;3,14;0,49;9.6;6,324
1595;white;6,4;0,25;0,3;5,5;0,038;15;129;0,9948;3,14;0,49;9.6;6,324
1596;white;5,1;0,3;0,23;4,3;0,038;435.422.388.620.891;174.544.286.045.712;0,9924;3,15;0,5;11;6,134
1597;white;6,8;0,29;0,16;1,4;0,038;122.5;234.5;NA;3,15;0,47;10;4,65
1598;white;5,9;0,3;0,23;NA;0,038;42;119;0,9924;3,15;0,5;11;5,67
1599;white;7,2;0,24;0,27;1,4;0,038;31;122;0,9927;3,15;0,46;10.3;6,14
1600;white;7,3;0,24;0,27;1;0,038;475.519.785.378.941;157.951.710.261.569;0,9927;3,15;0,46;10.3;6,25
1601;white;6,7;0,2;0,42;14;0,038;83;160;0,9987;3,16;0,5;9.4;6,324
1602;white;7,6;0,28;0,39;1,2;0,038;21;115;0,994;3,16;0,67;10;6,324
1603;white;5,8;0,19;0,33;4,2;0,038;49;133;0,99107;NA;0,42;11.3;7,456
1604;white;6,4;0,31;NA;2,9;0,038;19;102;0,9912;3,17;0,35;11;7
1605;white;6,7;0,22;0,39;10,2;0,038;NA;149;0,99725;3,17;0,54;10;7
1606;white;6,4;0,31;0,38;2,1;0,038;415.792.756.539.236;149.269.517.102.616;0,9912;3,17;0,35;11;6,134
1607;white;6,4;0,31;0,38;2,1;0,038;415.792.756.539.236;149.269.517.102.616;0,9912;3,17;0,35;11;6,25
1608;white;6,6;0,3;0,45;8;0,038;54;200;0,9956;3,18;0,48;9.5;5
1609;white;6,4;0,31;0,5;5,8;0,038;42;111;0,99189;3,18;0,53;11.9;7
1610;white;6,7;0,31;0,08;1,3;0,038;NA;147;0,9922;3,18;0,46;10;5,786
1611;white;7,7;0,38;0,4;2;0,038;28;152;0,9906;3,18;0,32;12.9;6,567
1612;white;6,5;0,3;0,39;7,8;0,038;61;219;0,9959;3,19;0,5;9.4;5
1613;white;6,4;0,16;0,32;8,75;0,038;38;118;0,99449;3,19;0,41;10.7;5
1614;white;7,2;0,15;0,38;1,2;0,038;18;110;0,9917;NA;0,43;11.1;6,567
1615;white;7,3;0,32;0,29;1,5;0,038;32;144;0,99296;3,2;0,55;10.8;5
1616;white;7,2;0,32;0,4;8,7;0,038;45;154;0,99568;3,2;0,47;10.4;6
1617;white;7,2;0,32;0,4;8,7;0,038;45;154;0,99568;3,2;0,47;10.4;6
1618;white;6,9;0,44;0,27;5;0,038;33;166;0,99124;3,2;0,42;12.2;6
1619;white;6,5;0,3;0,27;4;0,038;37;97;0,99026;3,2;0,6;12.6;8
1620;white;6,5;0,3;0,27;4;0,038;37;97;0,99026;3,2;0,6;12.6;8
1621;white;6,4;0,3;0,3;2,25;0,038;8;210;0,9937;3,2;0,62;9.9;6,324
1622;white;7,3;0,14;0,49;1,1;0,038;28;99;0,9928;3,2;0,72;10.6;6,567
1623;white;7;0,28;0,32;1,7;0,038;27;128;0,99375;3,2;0,62;10.2;6,875
1624;white;6,7;0,3;0,74;5;0,038;NA;157;0,9945;3,21;0,46;9.9;5,786
1625;white;7;0,2;0,49;5,9;0,038;39;128;0,9938;3,21;0,48;10.8;6,567
1626;NA;6,2;0,36;0,22;5,25;0,038;44;145;0,99184;3,22;0,4;11.2;6
1627;white;NA;0,36;0,22;5,25;0,038;44;145;0,99184;3,22;0,4;11.2;6
1628;white;5,9;0,33;0,32;8,1;0,038;9;34;0,9911;3,22;0,36;12.7;7,456
1629;white;6,6;0,36;0,24;0,9;0,038;15;72;0,99066;3,23;0,39;11;5
1630;white;6,7;0,26;0,29;7,7;0,038;40;179;0,99479;3,23;0,56;10.4;6
1631;white;7,1;NA;0,2;2,8;0,038;28;109;0,98968;3,23;0,47;13.4;6
1632;white;6,5;0,425;0,4;13,2;0,038;427.425.892.592.859;168.309.843.921.249;0,9979;3,23;0,57;9;6,134
1633;white;6,9;0,33;0,62;NA;0,038;46;132;0,99143;3,23;0,43;13.4;7,456
1634;white;6,5;0,425;0,4;13,1;0,038;59;241;0,9979;3,23;0,57;9;5,67
1635;white;6,8;0,27;0,28;7,8;0,038;26;89;0,9915;3,24;0,34;12.5;6
1636;white;5,7;NA;0,32;0,9;0,038;38;121;0,99074;3,24;0,46;10.6;6
1637;red;9,3;0,37;0,44;1,6;0,038;21;42;0,99526;3,24;0,81;10.8;7
1638;white;NA;0,24;0,34;5,1;NA;31;99;0,9921;3,24;0,46;11.8;6,875
1639;white;7,1;0,32;0,32;11;0,038;16;66;0,9937;3,24;0,4;11.5;3,58
1640;white;6,1;0,2;0,25;1,2;0,038;34;128;0,9921;3,24;0,44;10.1;5,67
1641;white;5,5;0,12;0,33;1;0,038;23;131;0,99164;3,25;0,45;9.8;5
1642;white;5,5;0,12;0,33;1;0,038;23;131;0,99164;3,25;0,45;9.8;5
1643;white;5,6;0,34;0,3;6,9;0,038;23;89;0,99266;3,25;0,49;11.1;6
1644;white;7,9;0,35;0,36;1,6;0,038;11;124;0,9928;3,25;0,48;11;5,786
1645;white;7,4;0,2;NA;1,6;0,038;34;116;0,9912;3,25;0,39;12;7,456
1646;white;6,6;0,39;0,22;4;0,038;17;98;0,99018;3,25;0,53;13;7,456
